cliente_id,probabilidad,nivel_riesgo,motivo_principal,top_3_motivos,Contract,InternetService,PaymentMethod,tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents
3795-GWTRD,0.034438919980307375,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Credit card (automatic),63,75.55,4707.85,0,Yes,Yes
1568-BEKZM,0.03413410284426156,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),70,90.05,6333.4,1,Yes,No
9945-PSVIP,0.034009504915307714,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,25,18.7,383.65,0,Yes,Yes
4299-OPXEJ,0.03391335499307211,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),56,19.55,1080.55,0,No,No
8292-ITGYJ,0.03340948058954468,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),45,24.65,1138.8,0,Yes,Yes
9385-NXKDA,0.03333021092009169,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,DSL,Credit card (automatic),72,82.65,5919.35,0,Yes,No
0164-XAIRP,0.03323555381315862,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Bank transfer (automatic),24,19.55,470.2,0,No,No
9530-GRMJG,0.03266468096014357,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Electronic check,70,84.1,5979.7,0,Yes,Yes
8619-IJNDK,0.03253904859014918,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Credit card (automatic),71,64.05,4492.9,0,Yes,Yes
8570-KLJYJ,0.031891574587840775,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,DSL,Mailed check,36,54.45,1893.5,0,No,No
2335-GSODA,0.03188970588646286,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Servicio de internet: fibra óptica,Two year,DSL,Mailed check,23,40.1,857.75,0,No,Yes
8626-PTQGE,0.03130223503761465,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),69,60.05,4176.7,0,No,No
7114-AEOZE,0.031245305195273142,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),60,19.85,1128.1,0,No,No
9108-EQPNQ,0.031130829823761672,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Credit card (automatic),10,26.1,225.55,0,Yes,Yes
9968-FFVVH,0.03086715843391654,BAJO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Cargo acumulado,One year,DSL,Bank transfer (automatic),63,68.8,4111.35,0,No,No
0121-SNYRK,0.03067324699976157,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,DSL,Mailed check,50,35.4,1748.9,0,No,No
0732-OCQOC,0.03045111436672031,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),52,25.05,1270.25,0,Yes,Yes
3649-JPUGY,0.030271582389285817,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Antigüedad | Tipo de contrato: mes a mes,Two year,DSL,Bank transfer (automatic),72,88.6,6201.95,0,No,No
9073-ZZIAY,0.02980611152201245,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Electronic check,62,86.1,5215.25,0,Yes,Yes
3884-UEBXB,0.029664442884535815,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),67,36.15,2434.45,0,Yes,Yes
2088-IEBAU,0.029261972113679424,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,DSL,Electronic check,68,88.15,6148.45,0,No,No
7167-PCEYD,0.029114182314226352,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,67,19.8,1311.3,0,No,No
9755-JHNMN,0.02899529687466482,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),49,67.4,3306.85,0,No,No
7560-QJAVJ,0.028884869917337904,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),70,79.6,5589.45,0,No,No
8015-IHCGW,0.028394378658642777,BAJO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Tipo de contrato: dos años,Two year,Fiber optic,Electronic check,72,115.5,8425.15,0,Yes,Yes
8314-HTWVE,0.028386672429409874,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,7,19.85,144.15,0,Yes,Yes
5893-PYOLZ,0.0283756376243634,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),56,81.8,4534.45,0,No,No
3071-MVJCD,0.02822907682103778,BAJO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Tipo de contrato: dos años,Two year,DSL,Bank transfer (automatic),72,82.3,5815.15,0,Yes,Yes
3978-YNKDD,0.028163430114273868,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Credit card (automatic),19,20.85,467.5,0,No,Yes
0562-FGDCR,0.0281557586609897,BAJO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Tipo de contrato: dos años,Two year,DSL,Mailed check,72,74.55,5430.65,0,Yes,Yes
1776-SPBWV,0.027949377504459853,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Bank transfer (automatic),34,20.1,682.1,0,Yes,Yes
9430-NKQLY,0.02755232060626802,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,No,Credit card (automatic),72,25.1,1790.8,0,Yes,Yes
1063-DHQJF,0.027411002951827735,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,Fiber optic,Mailed check,69,92.15,6480.9,0,Yes,Yes
2812-REYAT,0.027039280400514964,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Bank transfer (automatic),49,20.05,923.1,0,Yes,No
7359-WWYJV,0.026682107406932658,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Antigüedad | Tipo de contrato: mes a mes,Two year,Fiber optic,Credit card (automatic),72,114.45,8375.05,0,Yes,No
6919-ELBGL,0.026567099260127642,BAJO,Antigüedad,Antigüedad | Tipo de contrato: dos años | Tipo de contrato: mes a mes,Two year,Fiber optic,Bank transfer (automatic),72,114.95,8196.4,1,Yes,Yes
4335-UPJSI,0.02654826897111933,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,24,19.75,498.1,0,No,Yes
6349-JDHQP,0.026448109288681985,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Credit card (automatic),53,19.85,1049.6,0,No,No
6064-ZATLR,0.026337642243709068,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),27,52.85,1498.65,0,No,No
5696-JVVQY,0.026306668111696793,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Credit card (automatic),48,70.1,3238.4,0,Yes,Yes
1085-LDWAM,0.026156809025963304,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Credit card (automatic),69,20.35,1442.65,0,Yes,Yes
0019-EFAEP,0.026076777312403054,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,Fiber optic,Bank transfer (automatic),72,101.3,7261.25,0,No,No
0298-XACET,0.02577930907059751,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Mailed check,52,50.2,2554.0,0,Yes,Yes
6288-CHQJB,0.025663862598342344,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),54,69.95,3871.85,0,Yes,Yes
8580-QVLOC,0.025650762043594767,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),72,92.45,6440.25,1,Yes,Yes
5457-COLHT,0.02547747099323752,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Antigüedad | Tipo de contrato: mes a mes,Two year,DSL,Bank transfer (automatic),69,80.65,5542.55,0,Yes,Yes
3161-ONRWK,0.025351903619983972,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Cargo acumulado,One year,DSL,Bank transfer (automatic),60,65.85,3928.3,0,Yes,Yes
5181-OABFK,0.025019865362291154,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Credit card (automatic),56,61.3,3346.8,0,Yes,Yes
2885-HIJDH,0.024728478280501037,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),69,86.9,6194.1,0,Yes,Yes
8345-MVDYC,0.024665833654459207,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Bank transfer (automatic),45,81.65,3618.7,0,No,No
4359-INNWN,0.024546138414623,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Credit card (automatic),17,20.05,337.9,0,No,No
2150-OEGBV,0.024271732134730304,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Bank transfer (automatic),27,20.1,562.6,0,No,No
3831-YCPUO,0.024060836810646784,BAJO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Tipo de contrato: dos años,Two year,Fiber optic,Credit card (automatic),72,109.5,7854.9,0,Yes,Yes
7322-OCWHC,0.02401804953542456,BAJO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Tipo de contrato: dos años,Two year,Fiber optic,Bank transfer (automatic),72,93.05,6735.05,1,Yes,No
2987-BJXIK,0.023659093283596652,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Mailed check,70,84.7,5991.05,0,No,No
9030-QGZNL,0.023647741459616352,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,8,20.85,161.65,0,No,No
5666-MBJPT,0.023599156240281666,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,No,Bank transfer (automatic),65,25.1,1725.0,0,No,No
4717-GHADL,0.023461594590835824,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Mailed check,50,79.6,4024.2,0,No,No
0909-SELIE,0.023167308431635156,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),61,80.8,4860.85,0,Yes,No
5495-GPSRW,0.022922677855018836,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,20,19.7,419.4,0,No,No
3563-SVYLG,0.022685212828024402,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Credit card (automatic),68,62.65,4375.8,0,Yes,Yes
6917-FIJHC,0.022539409812615686,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,No,Mailed check,72,26.0,1776.0,0,Yes,No
3913-FCUUW,0.022475244061037136,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,DSL,Bank transfer (automatic),72,70.45,5165.7,0,Yes,Yes
1697-LYYYX,0.022364737813717353,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Credit card (automatic),61,19.1,1143.8,0,Yes,Yes
8390-FESFV,0.022193529375262765,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,DSL,Bank transfer (automatic),62,84.5,5193.2,0,No,No
5924-SNGKP,0.021959217079039924,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Credit card (automatic),41,20.25,865.0,0,No,Yes
6096-EGVTU,0.02184110507852396,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Mailed check,64,24.9,1595.5,0,Yes,Yes
4464-JCOLN,0.02170435956702982,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Soporte técnico: no,One year,No,Mailed check,2,19.85,35.9,0,Yes,Yes
4121-AGSIN,0.02149152056331448,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Credit card (automatic),58,24.5,1497.9,0,Yes,Yes
3750-YHRYO,0.02144231078758705,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Mailed check,7,20.65,150.0,0,Yes,Yes
6953-PBDIN,0.021291800726196932,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,DSL,Bank transfer (automatic),70,72.95,5265.55,0,Yes,No
0559-CKHUS,0.021284948831083245,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,29,19.55,521.8,0,Yes,No
6203-HBZPA,0.02090324775482378,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),52,63.9,3334.95,0,No,No
1862-QRWPE,0.020735922713123276,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),48,20.65,1057.0,0,Yes,Yes
6374-AFWOX,0.020687368830792235,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Mailed check,46,65.65,3047.15,0,Yes,No
5803-NQJZO,0.0204791436704452,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,DSL,Bank transfer (automatic),72,67.8,4804.65,0,Yes,No
3970-XGJDU,0.02045048707557648,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,No,Credit card (automatic),62,19.2,1123.65,0,No,No
6119-SPUDB,0.02031031431627574,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Mailed check,46,38.25,1755.35,0,No,No
9286-BHDQG,0.02014332874423995,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Credit card (automatic),72,45.25,3139.8,0,Yes,Yes
9114-DPSIA,0.02001139016722513,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),72,81.0,5750.0,0,Yes,Yes
8219-VYBVI,0.019972913935337053,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,39,25.0,1004.35,0,No,Yes
6527-PZFPV,0.019966642276064313,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Credit card (automatic),24,20.8,469.65,0,Yes,Yes
7401-JIXNM,0.019236521402032258,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),54,91.3,4965.0,0,Yes,Yes
5266-PFRQK,0.018803068305112514,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Credit card (automatic),52,20.85,1071.6,0,Yes,Yes
9548-LERKT,0.018663317663739402,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,24,19.75,483.15,0,Yes,No
1133-KXCGE,0.018102983998582303,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Mailed check,18,20.1,407.05,0,No,No
9298-WGMRW,0.017768488024967544,BAJO,Antigüedad,Antigüedad | Tipo de contrato: dos años | Tipo de contrato: mes a mes,Two year,Fiber optic,Bank transfer (automatic),72,115.5,8312.75,0,Yes,No
0839-JTCUD,0.01751293179477773,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Credit card (automatic),66,89.9,5958.85,0,Yes,Yes
8701-DGLVH,0.01730126785947989,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,No,Mailed check,51,20.45,1042.65,0,No,No
6625-FLENO,0.01718671349923387,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,58,20.75,1185.95,0,Yes,No
5063-IUOKK,0.01674804249461464,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,13,19.75,265.75,0,No,No
4940-KHCWD,0.01669439754075984,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),60,37.7,2288.7,0,Yes,No
5519-TEEUH,0.01664588458922765,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Antigüedad,One year,No,Mailed check,33,20.15,682.15,0,No,Yes
9483-GCPWE,0.016621681621229813,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Mailed check,9,20.1,190.25,0,No,Yes
6164-HAQTX,0.016505665694609522,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,DSL,Bank transfer (automatic),71,53.95,3888.65,0,No,No
2984-RGEYA,0.016339130533412294,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),69,19.75,1375.4,0,Yes,Yes
9365-CSLBQ,0.015882880783319533,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,No,Mailed check,71,24.35,1654.6,0,No,Yes
1088-AUUZZ,0.015822618572652703,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Credit card (automatic),56,75.85,4261.2,0,Yes,Yes
7369-TRPFD,0.015275340887952007,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Mailed check,19,18.8,279.2,0,No,No
7729-XBTWX,0.014817998929689834,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,66,19.75,1344.5,0,Yes,Yes
1459-QNFQT,0.014756943000261478,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),70,59.5,4144.8,0,Yes,Yes
2696-RZVZW,0.014660378671298796,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Credit card (automatic),68,25.05,1629.2,0,Yes,No
3705-PSNGL,0.013929205446490626,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Electronic check,45,20.4,930.45,0,No,No
5469-NUJUR,0.013859261324182158,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,19,19.95,373.5,0,No,No
1945-XISKS,0.013611432103529776,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,67,19.65,1335.2,0,Yes,No
3948-KXDUF,0.013432196097016114,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,DSL,Bank transfer (automatic),66,68.75,4447.55,0,No,No
5505-OVWQW,0.013175901732582415,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Mailed check,17,20.15,353.65,0,No,No
1047-RNXZV,0.013132253006340902,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,43,19.55,876.15,0,No,No
4709-LKHYG,0.012973688622651715,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Electronic check,29,20.0,540.05,0,Yes,Yes
6134-KWTBV,0.012959247711018855,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),62,23.4,1429.65,0,No,No
2388-LAESQ,0.012338696256434661,BAJO,Antigüedad,Antigüedad | Tipo de contrato: dos años | Tipo de contrato: mes a mes,Two year,Fiber optic,Bank transfer (automatic),72,114.85,8317.95,1,Yes,No
3717-FDJFU,0.012205946695701431,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Mailed check,5,20.45,106.9,0,No,Yes
0017-IUDMW,0.012119380054407125,BAJO,Antigüedad,Antigüedad | Tipo de contrato: mes a mes | Tipo de contrato: dos años,Two year,Fiber optic,Credit card (automatic),72,116.8,8456.75,0,Yes,Yes
7998-WNZEM,0.0120529638623063,BAJO,Tipo de contrato: dos años,Tipo de contrato: dos años | Tipo de contrato: mes a mes | Antigüedad,Two year,DSL,Bank transfer (automatic),71,80.6,5708.2,0,No,No
8532-UEFWH,0.011218338561516192,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,52,25.75,1345.85,0,Yes,Yes
7602-DBTOU,0.011162609478988303,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,71,19.6,1416.5,0,Yes,No
8873-TMKGR,0.010679787685142167,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Mailed check,29,19.1,529.5,0,No,No
5619-XZZKR,0.010278770428849959,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Soporte técnico: no,One year,No,Mailed check,4,19.95,68.2,0,No,No
9950-MTGYX,0.009892217630039139,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Seguridad en línea: no,Two year,No,Credit card (automatic),28,20.3,487.95,0,Yes,Yes
9637-CDTKZ,0.009886683188569414,BAJO,Antigüedad,Antigüedad | Tipo de contrato: dos años | Tipo de contrato: mes a mes,Two year,Fiber optic,Credit card (automatic),72,114.1,8086.4,0,Yes,No
0040-HALCW,0.009689582666296988,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Credit card (automatic),54,20.4,1090.6,0,Yes,Yes
9135-HSWOC,0.009538848592277615,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),64,19.7,1274.05,0,Yes,Yes
4821-WQOYN,0.009491313194570923,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Credit card (automatic),72,20.1,1326.25,0,Yes,Yes
3985-HOYPM,0.009329201108722138,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Antigüedad,One year,No,Mailed check,26,19.4,525.55,0,No,No
8207-VVMYB,0.009314266402458804,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Tipo de contrato: dos años,Two year,No,Bank transfer (automatic),70,26.0,2006.95,0,Yes,No
5917-RYRMG,0.009257799518529307,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Credit card (automatic),32,19.8,587.7,1,No,No
6248-BSHKG,0.009015174195284512,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Antigüedad | Seguridad en línea: no,One year,No,Mailed check,61,20.4,1226.45,0,Yes,Yes
0397-ZXWQF,0.008596243327983097,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Bank transfer (automatic),67,20.5,1430.95,0,No,No
6345-FZOQH,0.008242205748992516,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Tipo de contrato: dos años | Antigüedad,Two year,No,Mailed check,69,19.9,1363.45,0,Yes,No
0307-BCOPK,0.008237082368571139,BAJO,Tipo de contrato: mes a mes,Tipo de contrato: mes a mes | Seguridad en línea: no | Servicio de internet: fibra óptica,One year,No,Mailed check,16,19.05,326.65,0,No,No
